cluster_id,n_grants,names,orcids,institutions,for_names,grant_ids,confirmed_different_people,notes
DP0209245_JohannesHansLambers,27,Johannes (Hans) Lambers; Johannes Lambers,0000-0002-4118-2272,The University of Queensland; The University of Western Australia,Biochemistry and cell biology; Crop and pasture production; Ecology; Environmental engineering; Environmental management; Forestry Sciences; Plant biology,DP230101190_JohannesHansLambers; DP220100494_JohannesHansLambers; LP200100341_JohannesHansLambers; DP200101013_JohannesHansLambers; DP0343824_JohannesLambers; LP0347692_JohannesLambers; DP0343824_JohannesHansLambers; LP0347692_JohannesHansLambers; LP0211478_JohannesLambers; DP0209245_JohannesLambers; LP0211478_JohannesHansLambers; DP0209245_JohannesHansLambers; LP0776252_JohannesLambers; LP0774881_JohannesLambers; LP0774881_JohannesHansLambers; LP0776252_JohannesHansLambers; LP0669757_JohannesLambers; LP0669757_JohannesHansLambers; LP160100598_JohannesHansLambers; DP140100148_JohannesHansLambers; DP130100005_JohannesHansLambers; LP120200808_JohannesHansLambers; LP120200464_JohannesHansLambers; DP110101120_JohannesLambers; DP110101120_JohannesHansLambers; DP0985685_JohannesLambers; DP0985685_JohannesHansLambers,,
DP0209186_GeoffStevens,19,Geoff Stevens,0000-0002-5788-4682,The University of Melbourne; La Trobe University,Biochemistry and cell biology; Chemical engineering; Industrial biotechnology; Nanotechnology; Organic chemistry; Physical chemistry,LP0347302_GeoffStevens; LP0348954_GeoffStevens; DP0209186_GeoffStevens; DP0209690_GeoffStevens; LP0776373_GeoffStevens; LP0775073_GeoffStevens; DP0772689_GeoffStevens; LP0669452_GeoffStevens; LP0453483_GeoffStevens; DP160103949_GeoffStevens; LP160101417_GeoffStevens; LP160100182_GeoffStevens; LP160101317_GeoffStevens; LP140100650_GeoffStevens; LP130100305_GeoffStevens; DP120103073_GeoffStevens; LP110200415_GeoffStevens; LP0989575_GeoffStevens; DP0986384_GeoffStevens,,
DP0663953_KillugudiSwaminathaIyer,16,Killugudi Swaminatha-Iyer,,The University of Western Australia; Curtin University; The University of New South Wales,Biochemistry and Cell Biology; Biochemistry and cell biology; Biomedical engineering; Evolutionary biology; Macromolecular and Materials Chemistry; Materials engineering; Nanotechnology; Physical chemistry; Zoology,LP240100507_KillugudiSwaminathaIyer; LP220100185_KillugudiSwaminathaIyer; DP220103135_KillugudiSwaminathaIyer; DP220100553_KillugudiSwaminathaIyer; LP190100433_KillugudiSwaminathaIyer; DP190100831_KillugudiSwaminathaIyer; DP0663953_KillugudiSwaminathaIyer; DP180103573_KillugudiSwaminathaIyer; DP150104433_KillugudiSwaminathaIyer; LP140100762_KillugudiSwaminathaIyer; FT130101688_KillugudiSwaminathaIyer; LP120200660_KillugudiSwaminathaIyer; DP120103560_KillugudiSwaminathaIyer; LP100100812_KillugudiSwaminathaIyer; DP0988351_KillugudiSwaminathaIyer; LP0883914_KillugudiSwaminathaIyer,,
DP0558181_BenjaminNewell,16,Benjamin Newell,0000-0003-1898-205X,The University of Sydney; The University of New South Wales,Applied and developmental psychology; Applied economics; Cognitive and Computational Psychology; Cognitive and computational psychology,DP240102605_BenjaminNewell; DP220101592_BenjaminNewell; LP190100732_BenjaminNewell; DP0877510_BenjaminNewell; DP0770292_BenjaminNewell; DP0558181_BenjaminNewell; DP190101076_BenjaminNewell; DP190101675_BenjaminNewell; DP160101186_BenjaminNewell; LP150100608_BenjaminNewell; DP140101145_BenjaminNewell; FT110100151_BenjaminNewell; LP120100224_BenjaminNewell; DP120100266_BenjaminNewell; LP110100489_BenjaminNewell; DP110100797_BenjaminNewell,,
DP0208490_JoachimRubinstein,14,Joachim Rubinstein,0000-0002-5712-0113,The University of Sydney; The University of Melbourne,Applied mathematics; Numerical and computational mathematics; Pure mathematics,DP0344091_JoachimRubinstein; DP0208490_JoachimRubinstein; LP0882627_JoachimRubinstein; DP0772708_JoachimRubinstein; DP0664276_JoachimRubinstein; LP0453632_JoachimRubinstein; DP190102259_JoachimRubinstein; DP190102363_JoachimRubinstein; DP160104502_JoachimRubinstein; LP140100124_JoachimRubinstein; DP140103163_JoachimRubinstein; DP130103694_JoachimRubinstein; DP1095760_JoachimRubinstein; LP100200112_JoachimRubinstein,,
DP0342641_JunWang,13,Jun Wang,0000-0003-1699-3687,Curtin University; The University of New South Wales; Western Sydney University,Civil engineering; Manufacturing engineering,DP210101645_JunWang; DP190100559_JunWang; DP0342641_JunWang; DP0878285_JunWang; LP0667735_JunWang; DP0663479_JunWang; DP0451081_JunWang; DP180103689_JunWang; LP180100222_JunWang; DP170100643_JunWang; DP110103150_JunWang; DP110100690_JunWang; LP0989304_JunWang,,
DP0344167_JodieBradby,13,Jodie Bradby,0000-0002-9560-8400,The Australian National University; Deakin University,"Condensed Matter Physics; Condensed matter physics; Electrical engineering; Electronics, sensors and digital hardware; Materials engineering; Nanotechnology",DP240101678_JodieBradby; DP230100231_JodieBradby; DP0344167_JodieBradby; DP0880255_JodieBradby; LP0777007_JodieBradby; LP0455318_JodieBradby; DP190101438_JodieBradby; LP160100981_JodieBradby; DP140102331_JodieBradby; FT130101355_JodieBradby; LP120200509_JodieBradby; DP0986428_JodieBradby; LP0990012_JodieBradby,,
DP0451043_SusanOConnor,12,Susan O'Connor,0000-0001-9381-078X,The Australian National University; The University of Western Australia,Archaeology; Genetics,DP240100747_SusanOConnor; DP250104228_SusanOConnor; DP210101960_SusanOConnor; DP0878735_SusanOConnor; DP0878543_SusanOConnor; LP0776789_SusanOConnor; DP0556210_SusanOConnor; DP0451043_SusanOConnor; FL120100156_SusanOConnor; DP110101357_SusanOConnor; LP100200415_SusanOConnor; LP0882985_SusanOConnor,,
DP0208234_KiyonoriSuzuki,11,Kiyonori Suzuki,0000-0002-8659-6786,The University of New South Wales; Monash University,Chemical engineering; Materials engineering,LP210301332_KiyonoriSuzuki; LP190100294_KiyonoriSuzuki; DP0208234_KiyonoriSuzuki; DP0770531_KiyonoriSuzuki; DP0452954_KiyonoriSuzuki; DP180101023_KiyonoriSuzuki; LP150101085_KiyonoriSuzuki; DP140103041_KiyonoriSuzuki; LP120100137_KiyonoriSuzuki; LP100200465_KiyonoriSuzuki; DP0987632_KiyonoriSuzuki,,
DP0453236_PhilipHowlett,11,Philip Howlett,,University of South Australia; The University of Adelaide,Applied mathematics; Numerical and computational mathematics; Statistics,LP210100290_PhilipHowlett; DP0774504_PhilipHowlett; DP0877707_PhilipHowlett; LP0562427_PhilipHowlett; DP0559399_PhilipHowlett; DP0453236_PhilipHowlett; DP160101236_PhilipHowlett; LP150100749_PhilipHowlett; DP1096551_PhilipHowlett; LP110100136_PhilipHowlett; LP110100222_PhilipHowlett,,
DP0663854_GregoryHearn,11,Gregory Hearn,0009-0008-7920-3594,Queensland University of Technology; The University of Melbourne,Communication and media studies; Information systems; Policy and administration; Screen and digital media,LP0349078_GregoryHearn; LP0219438_GregoryHearn; LP0882274_GregoryHearn; LP0776341_GregoryHearn; DP0663854_GregoryHearn; LP0669617_GregoryHearn; LP0454996_GregoryHearn; LP0453652_GregoryHearn; LP160101724_GregoryHearn; LP100100232_GregoryHearn; LP0991136_GregoryHearn,,
DE140100679_YingZhang,10,Ying Zhang,0000-0002-2674-1638,University of Technology Sydney; The University of Queensland; The University of New South Wales,Data Management and Data Science; Information systems,DP240101322_YingZhang; DP230101445_YingZhang; LP210301046_YingZhang; DP210101393_YingZhang; FT170100128_YingZhang; DP180103096_YingZhang; DP170103710_YingZhang; DE140100679_YingZhang; DP130103245_YingZhang; DP110104880_YingZhang,,
DP0346279_AdamMicolich,10,Adam Micolich,0000-0003-2855-3582,The University of Queensland; The University of New South Wales,Condensed matter physics; Mathematical physics; Medical and Biological Physics; Nanotechnology,DP230102655_AdamMicolich; DP210102085_AdamMicolich; DP0346279_AdamMicolich; DP0877208_AdamMicolich; DP0772946_AdamMicolich; DP0559215_AdamMicolich; DP170102552_AdamMicolich; DP170104024_AdamMicolich; DP110103802_AdamMicolich; FT0990285_AdamMicolich,,
DP0343994_TerenceONeill,10,Terence O'Neill,0000-0001-6485-6965,The Australian National University; Bond University; The University of Queensland,"Banking, finance and investment; Demography; Information systems; Statistics",DP0343994_TerenceONeill; LP0776784_TerenceONeill; DP0770081_TerenceONeill; LP0562008_TerenceONeill; DP0451810_TerenceONeill; DP150102339_TerenceONeill; DP110101953_TerenceONeill; DP1092801_TerenceONeill; LP0989811_TerenceONeill; LP0883801_TerenceONeill,,
DP170102557_AndrejsAtrens,10,Andrejs Atrens,0000-0003-0671-4082,The University of Sydney; The University of Queensland; RMIT University,Materials Engineering; Materials engineering; Resources engineering and extractive metallurgy,DP230101228_AndrejsAtrens; LP210200225_AndrejsAtrens; DP200101408_AndrejsAtrens; LP0453646_AndrejsAtrens; LP0453543_AndrejsAtrens; LP160101313_AndrejsAtrens; DP170102557_AndrejsAtrens; LP130100913_AndrejsAtrens; LP110200800_AndrejsAtrens; LP0990522_AndrejsAtrens,,
DP0208743_KeithNugent,10,Keith Nugent,0000-0002-4281-3478,The University of Melbourne; Swinburne University of Technology; The University of Newcastle,"Atomic, molecular and optical physics; Medical and biological physics; Nuclear and plasma physics",DP0344220_KeithNugent; LP0348891_KeithNugent; FF0241254_KeithNugent; DP0208743_KeithNugent; LP0776950_KeithNugent; FF0668690_KeithNugent; DP170101148_KeithNugent; DP140102102_KeithNugent; DP1096025_KeithNugent; DP0986040_KeithNugent,,
DP0878136_DanielLubman,9,Daniel Lubman,0000-0002-6747-1937,Deakin University; The University of Queensland; The University of Melbourne; La Trobe University; Monash University,Applied and developmental psychology; Applied economics; Environmental management; Health services and systems; Sociology,DP200102295_DanielLubman; LP180100449_DanielLubman; DP0878136_DanielLubman; DP160101380_DanielLubman; LP150100770_DanielLubman; LP150100364_DanielLubman; DP140103579_DanielLubman; LP110200699_DanielLubman; LP110200167_DanielLubman,,
DP0559850_SridevanParameswaran,9,Sridevan Parameswaran,,The University of Sydney; The University of New South Wales,"Electrical engineering; Electronics, Sensors and Digital Hardware; Electronics, sensors and digital hardware; Software engineering; Theory of computation",DP230100651_SridevanParameswaran; DP0559880_SridevanParameswaran; DP0559850_SridevanParameswaran; DP190103916_SridevanParameswaran; LP170100311_SridevanParameswaran; DP180104188_SridevanParameswaran; DP150103866_SridevanParameswaran; DP120104158_SridevanParameswaran; DP0986091_SridevanParameswaran,,
DP0344675_CareldeSterke,9,Carel de Sterke,0000-0003-0548-4078,The Australian National University; The University of Sydney,"Atomic, Molecular and Optical Physics; Atomic, molecular and optical physics; Communications engineering; Electrical engineering; Nanotechnology",DP230102200_CareldeSterke; DP0344675_CareldeSterke; LP0211670_CareldeSterke; DP0665627_CareldeSterke; DP180102234_CareldeSterke; DP150100779_CareldeSterke; DP130101009_CareldeSterke; LP120100059_CareldeSterke; DP1093445_CareldeSterke,,
DP0211827_WilliamFeatherstone,9,William Featherstone,,The Australian National University; Curtin University; The University of Newcastle,Geomatic engineering,LP0347509_WilliamFeatherstone; DP0345583_WilliamFeatherstone; DP0211827_WilliamFeatherstone; DP0877381_WilliamFeatherstone; DP0663020_WilliamFeatherstone; LP0562129_WilliamFeatherstone; DP160104095_WilliamFeatherstone; LP140100155_WilliamFeatherstone; LP110100284_WilliamFeatherstone,,
DE230100046_HaoWang,9,Hao Wang,0000-0001-5182-7938,The University of Queensland; University of Southern Queensland; Monash University,Civil engineering; Electrical Engineering; Materials Engineering; Materials engineering; Nanotechnology; Sociology,LP240200677_HaoWang; DP230103008_HaoWang; DE230100046_HaoWang; LP200100420_HaoWang; LP200100296_HaoWang; DP0345835_HaoWang; DP190101782_HaoWang; DP160104149_HaoWang; LP130101016_HaoWang,,
DP160101585_BuddhikaDilushaSilva,9,Buddhika (Dilusha) Silva; Buddhika Silva,0000-0002-9326-1589,The Australian National University; The University of Western Australia,Electrical engineering; Mechanical engineering,LP160100765_BuddhikaDilushaSilva; LP160100764_BuddhikaDilushaSilva; DP160101585_BuddhikaDilushaSilva; LP120200764_BuddhikaSilva; LP130100185_BuddhikaSilva; LP130100185_BuddhikaDilushaSilva; LP120200764_BuddhikaDilushaSilva; LP120100097_BuddhikaSilva; LP120100097_BuddhikaDilushaSilva,,
DP0559469_RupertGrafton,9,Rupert Grafton,0000-0002-0048-9083,The Australian National University; The University of New South Wales; Monash University; The University of Adelaide,Applied economics; Economic theory; Other economics; Pure mathematics,FL190100164_RupertGrafton; DP200101191_RupertGrafton; DP0770874_RupertGrafton; LP0560924_RupertGrafton; DP0559469_RupertGrafton; LP0455151_RupertGrafton; LP0454887_RupertGrafton; DP170103223_RupertGrafton; DP120103846_RupertGrafton,,
DP1096528_AndriesFourie,9,Andries Fourie,,The University of Melbourne; University of South Australia; The University of Western Australia; The University of Adelaide,Civil Engineering; Civil engineering; Environmental engineering; Physical geography and environmental geoscience; Resources engineering and extractive metallurgy; Soil sciences,DP250104314_AndriesFourie; LP200200216_AndriesFourie; LP0776887_AndriesFourie; LP0561914_AndriesFourie; LP160101561_AndriesFourie; LP110100251_AndriesFourie; LP100200173_AndriesFourie; DP1096528_AndriesFourie; LP100200584_AndriesFourie,,
DP0208520_TimothySenden,9,Timothy Senden,0000-0001-6808-7219,The Australian National University; Flinders University,Condensed matter physics; Ecology; Geology; Oncology and carcinogenesis; Physical chemistry,DP0450292_TimothySenden; DP0208520_TimothySenden; LP0776890_TimothySenden; DP0772138_TimothySenden; DP160102460_TimothySenden; LP150101040_TimothySenden; DP110101936_TimothySenden; DP1092870_TimothySenden; LP0883890_TimothySenden,,
DP0209157_MichaelSandiford,8,Michael Sandiford,0000-0002-9757-745X,The University of Queensland; The University of Melbourne; Monash University,Geology; Geophysics,DP200101566_MichaelSandiford; DP0209157_MichaelSandiford; LP0776690_MichaelSandiford; DP0556133_MichaelSandiford; DP0558705_MichaelSandiford; DP140104056_MichaelSandiford; DP110104098_MichaelSandiford; DP0987765_MichaelSandiford,,
DP0450073_NicholasRobins,8,Nicholas Robins,0009-0006-9976-5979,The Australian National University; The University of Melbourne,"Atomic, molecular and optical physics; Fluid mechanics and thermal engineering; Nuclear and plasma physics; Other engineering; Quantum physics",DP0450073_NicholasRobins; DP190101709_NicholasRobins; LP180100332_NicholasRobins; DP160104965_NicholasRobins; DP150100356_NicholasRobins; LP150101188_NicholasRobins; DP110100925_NicholasRobins; DP1096349_NicholasRobins,,
DP0450363_RaymondFrost,8,Raymond Frost,0000-0001-6163-0178,Queensland University of Technology; The University of Queensland; Macquarie University,Chemical engineering; Civil engineering; Environmental engineering; Food sciences; Physical chemistry; Resources engineering and extractive metallurgy,DP0450363_RaymondFrost; LP0219712_RaymondFrost; LP0235258_RaymondFrost; LP0776793_RaymondFrost; LP0668224_RaymondFrost; DP160102879_RaymondFrost; LP140100182_RaymondFrost; DP0987953_RaymondFrost,,
DP110102435_TimothyWindsor,8,Timothy Windsor,0000-0003-3725-2730,The Australian National University; Flinders University,Applied and Developmental Psychology; Applied and developmental psychology; Nursing; Sociology,DP240102200_TimothyWindsor; LP220100220_TimothyWindsor; LP170100461_TimothyWindsor; DP130100428_TimothyWindsor; FT100100228_TimothyWindsor; DP110102435_TimothyWindsor; LP0989584_TimothyWindsor; LP0990974_TimothyWindsor,,
DE220101277_RuiZhang,8,Rui Zhang,0000-0003-1516-9653,The University of Melbourne; The University of New South Wales,Artificial intelligence; Electrical engineering; Information systems,DE220101277_RuiZhang; DP0880250_RuiZhang; DP0880215_RuiZhang; DP180102050_RuiZhang; DP180103332_RuiZhang; DP130104587_RuiZhang; FT120100832_RuiZhang; DP130103705_RuiZhang,,
DP1094299_PavelBedrikovetski,8,Pavel Bedrikovetski,,The University of New South Wales; Monash University; The University of Adelaide,Environmental engineering; Geochemistry; Resources engineering and extractive metallurgy,LP180100890_PavelBedrikovetski; DP200103548_PavelBedrikovetski; DP190103457_PavelBedrikovetski; LP150100626_PavelBedrikovetski; DP140102765_PavelBedrikovetski; LP110200799_PavelBedrikovetski; LP100100613_PavelBedrikovetski; DP1094299_PavelBedrikovetski,,
DP110100601_AlexanderSenGupta,8,Alexander Sen Gupta,0000-0001-5226-871X,The University of Sydney; The University of New South Wales; Monash University,Atmospheric sciences; Ecology; Oceanography; Physical geography and environmental geoscience,LP240200762_AlexanderSenGupta; FT220100475_AlexanderSenGupta; DP200102329_AlexanderSenGupta; DP180101251_AlexanderSenGupta; LP140100327_AlexanderSenGupta; DP150101331_AlexanderSenGupta; LP130100072_AlexanderSenGupta; DP110100601_AlexanderSenGupta,,
DP0451535_TimothyStPierre,7,Timothy St Pierre,0009-0006-9035-1665,The University of Western Australia; Curtin University,Biomedical engineering; Inorganic chemistry; Medical and biological physics; Nanotechnology,DP0769967_TimothyStPierre; DP0559333_TimothyStPierre; DP0451535_TimothyStPierre; DP150104433_TimothyStPierre; DP120103560_TimothyStPierre; LP110100728_TimothyStPierre; DP0985848_TimothyStPierre,,
DP0345144_MichaelWheatland,7,Michael Wheatland,0000-0001-5100-2354,The University of Sydney; The University of Newcastle,Astronomical Sciences; Astronomical sciences; Nuclear and plasma physics,DP230101240_MichaelWheatland; DP220102201_MichaelWheatland; DP0345144_MichaelWheatland; DP0878083_MichaelWheatland; DP0452239_MichaelWheatland; DP180102408_MichaelWheatland; DP160102932_MichaelWheatland,,
DP0211435_GangDingPeng,7,Gang-Ding Peng,,The University of New South Wales; Macquarie University,Architecture; Civil engineering; Communications Engineering; Electrical engineering; Environmental engineering; Information systems; Mechanical Engineering,LP230200851_GangDingPeng; DP230100617_GangDingPeng; LP0347804_GangDingPeng; DP0211435_GangDingPeng; DP0665553_GangDingPeng; LP120100395_GangDingPeng; LP0884100_GangDingPeng,,
DP0453013_DonaldMcElwain,7,Donald McElwain,0000-0002-7046-0251,Queensland University of Technology; The University of Queensland,Applied mathematics; Biochemistry and cell biology; Mathematical physics,LP0347112_DonaldMcElwain; DP0878011_DonaldMcElwain; DP0773230_DonaldMcElwain; DP0453210_DonaldMcElwain; DP0453013_DonaldMcElwain; DP120100551_DonaldMcElwain; DP110103890_DonaldMcElwain,,
DP0342569_RossGriffiths,7,Ross Griffiths,0000-0002-5291-1178,The Australian National University; The University of New South Wales,Fluid mechanics and thermal engineering; Geology; Geophysics; Oceanography,DP0342569_RossGriffiths; DP0664115_RossGriffiths; DP0557126_RossGriffiths; DP140103706_RossGriffiths; DP120102744_RossGriffiths; DP1094542_RossGriffiths; DP0986244_RossGriffiths,,
DP0343094_GerardMilburn,7,Gerard Milburn,0000-0002-5404-9681,The University of Queensland; The University of New South Wales,"Atomic, molecular and optical physics; Mathematical physics; Nuclear and plasma physics; Philosophy; Quantum physics",DP250102035_GerardMilburn; FF0348393_GerardMilburn; DP0343094_GerardMilburn; FF0776191_GerardMilburn; DP150101863_GerardMilburn; DP0986932_GerardMilburn; DP0985142_GerardMilburn,,
DP0209724_JetseKalma,7,Jetse Kalma,,The University of Melbourne; Monash University; The University of Newcastle,"Agriculture, land and farm management; Civil engineering; Environmental engineering; Physical geography and environmental geoscience",DP0209724_JetseKalma; LP0211929_JetseKalma; LP0211206_JetseKalma; DP0879212_JetseKalma; DP0557543_JetseKalma; DP0556941_JetseKalma; LP0455476_JetseKalma,,
DP0210133_JudithCashmore,7,Judith Cashmore,0000-0001-8747-9541,The University of Sydney; Southern Cross University,Legal systems; Policy and administration; Social work,LP180101332_JudithCashmore; DP0210133_JudithCashmore; DP0665676_JudithCashmore; DP160103688_JudithCashmore; LP140100540_JudithCashmore; DP130104812_JudithCashmore; DP0988712_JudithCashmore,,
DP0343280_JosephHope,7,Joseph Hope,0000-0002-5260-1380,Griffith University; The Australian National University,Nuclear and plasma physics; Quantum Physics; Quantum physics,LP240200929_JosephHope; DP0343280_JosephHope; DP0343910_JosephHope; DP0556073_JosephHope; DP190101709_JosephHope; FT120100291_JosephHope; DP130101613_JosephHope,,
DE140100275_JasonCulpepper,7,Jason Culpepper,0000-0002-1902-9087,The University of Melbourne; Swinburne University of Technology; RMIT University,Data Management and Data Science; Information systems; Library and information studies; Theory of computation,DP240101211_JasonCulpepper; DP220101434_JasonCulpepper; DP190101113_JasonCulpepper; DP170102231_JasonCulpepper; DE140100275_JasonCulpepper; DP140101587_JasonCulpepper; DP110101743_JasonCulpepper,,
DP0208021_RichardTerrell,7,Richard Terrell,,The Australian National University; Bond University,"Banking, finance and investment; Statistics",DP0208021_RichardTerrell; DP0770081_RichardTerrell; DP0558202_RichardTerrell; LP0562008_RichardTerrell; DP1092801_RichardTerrell; LP0989811_RichardTerrell; LP0883801_RichardTerrell,,
DP0558522_YanWang,7,Yan Wang,0000-0002-5344-1884,The University of Sydney; RMIT University; Macquarie University,Artificial intelligence; Data Management and Data Science; Distributed computing and systems software; Information systems; Theory of computation,DP230100676_YanWang; DP200101441_YanWang; DP0558522_YanWang; DP180102378_YanWang; DP150100149_YanWang; LP120200231_YanWang; DP1094799_YanWang,,
DP0663299_ElisabettaBarberio,7,Elisabetta Barberio,0000-0002-3111-0910,The Australian National University; The University of Melbourne,Nuclear and plasma physics,DP0663299_ElisabettaBarberio; DP0770828_ElisabettaBarberio; DP160100315_ElisabettaBarberio; DP170101675_ElisabettaBarberio; LP150100705_ElisabettaBarberio; DP130101770_ElisabettaBarberio; DP1095099_ElisabettaBarberio,,
DP170101858_MahdiDisfani,7,Mahdi Disfani,0000-0002-9231-8598,The University of Melbourne; Swinburne University of Technology,Civil engineering,LP210200216_MahdiDisfani; LP210200837_MahdiDisfani; DP210103663_MahdiDisfani; DP210100433_MahdiDisfani; LP160100828_MahdiDisfani; DP170101858_MahdiDisfani; LP150100043_MahdiDisfani,,
DP110101047_KarenKheruntsyan,7,Karen Kheruntsyan,0000-0001-5813-3621,The Australian National University; The University of Queensland,Quantum Physics; Quantum physics,DP240101033_KarenKheruntsyan; DP190101515_KarenKheruntsyan; DP170101423_KarenKheruntsyan; DP140101763_KarenKheruntsyan; FT100100285_KarenKheruntsyan; DP120101390_KarenKheruntsyan; DP110101047_KarenKheruntsyan,,
DP0773175_RickKrever,7,Rick Krever,,The University of Sydney; University of Tasmania; The University of Western Australia; The University of New South Wales; Monash University,"Accounting, auditing and accountability; Commercial Law; Legal systems; Policy and administration",DP230100702_RickKrever; DP0773175_RickKrever; DP180101837_RickKrever; DP180100167_RickKrever; DP130100281_RickKrever; LP120100183_RickKrever; LP110200267_RickKrever,,
DP0877161_RodFensham,7,Rod Fensham,0000-0003-3658-5867,University of Tasmania; The University of Queensland; Flinders University; Curtin University; James Cook University,Anthropology; Ecological applications; Environmental management; Hydrology; Other biological sciences; Physical geography and environmental geoscience,LP240200706_RodFensham; LP210200907_RodFensham; LP190100713_RodFensham; DP0878177_RodFensham; DP0877161_RodFensham; DP140102077_RodFensham; LP110201093_RodFensham,,
DP0557523_GeoffreyPryde,7,Geoffrey Pryde,,Griffith University; The Australian National University; The University of Queensland,Electrical engineering; Quantum physics,DP210101651_GeoffreyPryde; DP0557523_GeoffreyPryde; DP160101911_GeoffreyPryde; DP140100648_GeoffreyPryde; FT110100378_GeoffreyPryde; LP110100482_GeoffreyPryde; DP0986503_GeoffreyPryde,,
DP0452137_JefferyMalpas,7,Jeffery Malpas,0000-0003-4378-8937,University of Tasmania; The University of Western Australia; La Trobe University; Monash University; Swinburne University of Technology,Applied ethics; Architecture; Historical studies; Philosophy; Visual arts,LP0347324_JefferyMalpas; LP0774846_JefferyMalpas; DP0770352_JefferyMalpas; DP0664001_JefferyMalpas; DP0452137_JefferyMalpas; DP170104010_JefferyMalpas; DP160103644_JefferyMalpas,,
DP0450863_MichaelBrunger,7,Michael Brunger,0000-0002-7743-2990,The Australian National University; Flinders University; James Cook University,Nuclear and plasma physics,DP220101480_MichaelBrunger; DP190100696_MichaelBrunger; DP0452360_MichaelBrunger; DP0450863_MichaelBrunger; DP180101655_MichaelBrunger; DP160102787_MichaelBrunger; DP140102854_MichaelBrunger,,
DP0450257_RobinHyndman,7,Robin Hyndman,,Queensland University of Technology; Monash University,Econometrics; Numerical and computational mathematics; Statistics,DP250100702_RobinHyndman; LP180101151_RobinHyndman; DP200101414_RobinHyndman; DP0450257_RobinHyndman; LP160101885_RobinHyndman; DP140103220_RobinHyndman; LP120200554_RobinHyndman,,
DP0346406_BeniaminGoldys,7,Beniamin Goldys,,The University of Sydney; The University of New South Wales,Applied mathematics; Economic theory; Numerical and computational mathematics; Pure Mathematics; Pure mathematics; Statistics,DP240100781_BeniaminGoldys; DP200101866_BeniaminGoldys; DP0346406_BeniaminGoldys; DP0663153_BeniaminGoldys; DP0558539_BeniaminGoldys; DP160101755_BeniaminGoldys; DP120101886_BeniaminGoldys,,
DE210100263_WeiLi,7,Wei Li,,The Australian National University; The University of Sydney,Biomedical engineering; Distributed computing and systems software; Materials engineering,DE210100263_WeiLi; DP200103494_WeiLi; LP0776938_WeiLi; DP0773726_WeiLi; DP0666446_WeiLi; DP0558628_WeiLi; DP1095140_WeiLi,,
DP0452269_JasonSharman,6,Jason Sharman,,Griffith University; The University of Sydney,Policy and administration; Political science,DP0771521_JasonSharman; DP0452269_JasonSharman; LP160100267_JasonSharman; FT120100485_JasonSharman; DP120100937_JasonSharman; DP0986608_JasonSharman,,
DP0449996_MarekBialkowski,6,Marek Bialkowski,,The University of Queensland; James Cook University,Communications engineering,DP0450118_MarekBialkowski; DP0449996_MarekBialkowski; DP0773082_MarekBialkowski; DP120101214_MarekBialkowski; DP1095746_MarekBialkowski; DP0986429_MarekBialkowski,,
DP0451092_MarlonDumasMenjivar,6,Marlon Dumas-Menjivar,0000-0002-9247-7476,Queensland University of Technology; The University of New South Wales,"Information systems; Strategy, management and organisational behaviour",DP0773012_MarlonDumasMenjivar; LP0669244_MarlonDumasMenjivar; DP0665480_MarlonDumasMenjivar; LP0562363_MarlonDumasMenjivar; LP0455394_MarlonDumasMenjivar; DP0451092_MarlonDumasMenjivar,,
DP0209921_PhilipPollett,6,Philip Pollett,0000-0003-3513-1281,The University of Queensland; The University of Melbourne; The University of Adelaide,Environmental management; Statistics,DP0209921_PhilipPollett; LP0882316_PhilipPollett; DP150101459_PhilipPollett; DP140100654_PhilipPollett; DP120102398_PhilipPollett; DP110101929_PhilipPollett,,
DP0342513_MasahikoHonda,6,Masahiko Honda,0000-0002-9545-9855,The Australian National University; The University of Melbourne,Geochemistry; Geology; Physical geography and environmental geoscience,DP0342513_MasahikoHonda; DP0342689_MasahikoHonda; DP0773815_MasahikoHonda; DP140101976_MasahikoHonda; DP130100517_MasahikoHonda; DP0986235_MasahikoHonda,,
DP0346027_ValeriOugrinovski,6,Valeri Ougrinovski,0000-0002-3234-6204,The Australian National University; The University of New South Wales,Applied mathematics; Electrical engineering; Mechanical engineering,DP200102945_ValeriOugrinovski; DP0346027_ValeriOugrinovski; DP140101779_ValeriOugrinovski; DP120102152_ValeriOugrinovski; DP110102322_ValeriOugrinovski; DP0987369_ValeriOugrinovski,,
DP0345680_TimothyFry,6,Timothy Fry,0000-0002-3763-5152,The University of Melbourne; Monash University; RMIT University,"Applied economics; Banking, finance and investment; Econometrics; Sociology",DP0449846_TimothyFry; LP0348635_TimothyFry; DP0345680_TimothyFry; DP0662751_TimothyFry; LP0562486_TimothyFry; DP110103808_TimothyFry,,
DP0666329_AlexanderKlimenko,6,Alexander Klimenko,,The University of Sydney; The University of Queensland,Chemical engineering; Fluid mechanics and thermal engineering; Mechanical engineering,DP220103352_AlexanderKlimenko; DP220102767_AlexanderKlimenko; DP0666329_AlexanderKlimenko; LP0560407_AlexanderKlimenko; LP160100512_AlexanderKlimenko; DP120102294_AlexanderKlimenko,,
